batsman,balls_Faced,dots,singles,doubles,triples,fours,sixes,wickets,dot_prob,sing_prob,doub_prob,trip_prop,four_prob,six_prob,wkt_prob
Rishi Dhawan,135,49,48,13,1,13,4,7,0.362962962962963,0.3555555555555556,0.0962962962962963,0.007407407407407408,0.0962962962962963,0.02962962962962963,0.05185185185185185
Rahul Dravid,1880,706,681,118,1,269,28,77,0.3755319148936169,0.36223404255319147,0.0627659574468085,0.0005319148936170213,0.14308510638297872,0.014893617021276596,0.040957446808510635
Ryan McLaren,171,61,78,8,1,14,1,8,0.3567251461988304,0.456140350877193,0.04678362573099415,0.005847953216374269,0.08187134502923976,0.005847953216374269,0.04678362573099415
Riyan Parag,126,43,50,6,0,17,5,5,0.3412698412698413,0.3968253968253968,0.047619047619047616,0.0,0.1349206349206349,0.03968253968253968,0.03968253968253968
Ravi Rampaul,50,19,15,6,0,3,2,5,0.38,0.3,0.12,0.0,0.06,0.04,0.1
Rahul Sharma ,75,32,14,7,0,5,3,14,0.4266666666666667,0.18666666666666668,0.09333333333333334,0.0,0.06666666666666668,0.04,0.18666666666666668
Rinku Singh ,65,21,28,3,0,5,2,6,0.3230769230769231,0.4307692307692308,0.04615384615384616,0.0,0.07692307692307693,0.030769230769230767,0.09230769230769233
Rahul Tewatia,89,27,35,7,0,11,3,6,0.30337078651685395,0.39325842696629215,0.07865168539325842,0.0,0.12359550561797752,0.033707865168539325,0.06741573033707865
Vinay Kumar,274,75,110,31,0,21,9,28,0.2737226277372263,0.40145985401459855,0.11313868613138685,0.0,0.07664233576642336,0.032846715328467155,0.1021897810218978
Ravindra Jadeja,1571,449,692,145,5,135,65,80,0.2858052196053469,0.4404837683004456,0.09229789942711647,0.003182686187141948,0.0859325270528326,0.041374920432845325,0.050922978994271166
Rahul Tripathi,553,169,210,42,2,74,27,29,0.30560578661844484,0.37974683544303794,0.0759493670886076,0.003616636528028933,0.13381555153707053,0.0488245931283906,0.05244122965641953
Rashid Khan,63,13,18,6,0,5,9,12,0.20634920634920634,0.2857142857142857,0.09523809523809523,0.0,0.07936507936507936,0.14285714285714285,0.19047619047619047
Rahul Chahar,13,4,3,2,0,2,0,2,0.3076923076923077,0.2307692307692308,0.15384615384615385,0.0,0.15384615384615385,0.0,0.15384615384615385
Richard Levi,73,34,19,0,0,10,4,6,0.4657534246575342,0.2602739726027397,0.0,0.0,0.136986301369863,0.0547945205479452,0.0821917808219178
Rohit Sharma,3743,1177,1576,204,5,431,195,155,0.3144536468073737,0.42105263157894735,0.05450173657493989,0.0013358268768367619,0.11514827678332888,0.05209724819663372,0.04141063318193962
Ryan Harris,112,34,40,16,1,6,3,12,0.3035714285714285,0.35714285714285715,0.14285714285714285,0.008928571428571428,0.05357142857142857,0.026785714285714284,0.10714285714285714
Robin Peterson,30,10,12,1,0,3,1,3,0.3333333333333333,0.4,0.03333333333333333,0.0,0.1,0.03333333333333333,0.1
Rob Quiney,102,47,30,2,1,12,3,7,0.4607843137254902,0.29411764705882354,0.0196078431372549,0.00980392156862745,0.1176470588235294,0.029411764705882356,0.06862745098039216
Ryan ten Doeschate,235,63,102,15,0,26,15,14,0.2680851063829787,0.4340425531914894,0.06382978723404255,0.0,0.11063829787234042,0.06382978723404255,0.059574468085106386
RP Singh,76,24,31,2,1,2,1,15,0.3157894736842105,0.4078947368421053,0.02631578947368421,0.013157894736842105,0.02631578947368421,0.013157894736842105,0.1973684210526316
Rishab Pant,1066,286,415,69,2,152,94,48,0.2682926829268293,0.3893058161350844,0.0647279549718574,0.001876172607879925,0.1425891181988743,0.08818011257035648,0.0450281425891182
Ramesh Powar ,64,24,23,7,0,6,1,3,0.375,0.359375,0.109375,0.0,0.09375,0.015625,0.046875
Rilee Rossouw,51,20,17,3,0,3,3,5,0.392156862745098,0.3333333333333333,0.05882352941176471,0.0,0.05882352941176471,0.05882352941176471,0.09803921568627452
Ramnaresh Sarwan,75,27,31,6,0,6,1,4,0.36,0.4133333333333333,0.08,0.0,0.08,0.013333333333333334,0.05333333333333334
Ravi Bopara,453,142,204,27,7,39,16,18,0.31346578366445915,0.4503311258278146,0.05960264900662252,0.015452538631346581,0.08609271523178808,0.03532008830022075,0.039735099337748346
Rohan Gavaskar,8,5,2,0,0,0,0,1,0.625,0.25,0.0,0.0,0.0,0.0,0.125
Ricky Ponting,128,59,47,6,0,5,2,9,0.4609375,0.3671875,0.046875,0.0,0.0390625,0.015625,0.0703125
Robin Uthappa,3379,1144,1273,205,13,435,156,153,0.33856170464634505,0.3767386800828648,0.060668836934004135,0.003847292098253922,0.1287363125184966,0.04616750517904705,0.045279668540988464
Sreekanth Anirudha,113,38,44,7,0,9,7,8,0.33628318584070804,0.3893805309734513,0.06194690265486725,0.0,0.07964601769911504,0.06194690265486725,0.07079646017699115
Sreenath Aravind,57,20,21,5,0,7,0,4,0.3508771929824561,0.3684210526315789,0.08771929824561403,0.0,0.12280701754385966,0.0,0.07017543859649122
Samuel Badree,23,7,9,2,0,0,0,5,0.3043478260869565,0.39130434782608703,0.08695652173913042,0.0,0.0,0.0,0.21739130434782608
Subramaniyam Badrinath,1212,413,484,85,1,154,28,47,0.34075907590759075,0.39933993399339934,0.07013201320132012,0.0008250825082508251,0.12706270627062707,0.0231023102310231,0.038778877887788776
Shivnarine Chanderpaul,31,15,9,0,0,4,0,3,0.4838709677419355,0.2903225806451613,0.0,0.0,0.12903225806451613,0.0,0.0967741935483871
Sam Curran,55,17,11,7,0,13,3,4,0.3090909090909091,0.2,0.12727272727272726,0.0,0.2363636363636364,0.054545454545454536,0.07272727272727272
Shikhar Dhawan,3669,1250,1443,201,18,524,96,137,0.3406922867266285,0.39329517579722,0.05478331970564186,0.004905968928863451,0.14281820659580266,0.02616516762060507,0.03733987462523849
Shivam Dube,33,9,16,1,0,1,3,3,0.2727272727272727,0.4848484848484849,0.030303030303030307,0.0,0.030303030303030307,0.09090909090909093,0.09090909090909093
Shubman Gill,377,98,177,27,2,43,15,15,0.25994694960212195,0.4694960212201592,0.07161803713527852,0.005305039787798408,0.11405835543766578,0.03978779840848806,0.03978779840848806
Shreyas Gopal,118,38,47,9,0,14,1,9,0.3220338983050847,0.3983050847457627,0.07627118644067797,0.0,0.11864406779661014,0.00847457627118644,0.07627118644067797
Shimron Hetmyer,73,26,30,1,0,4,7,5,0.3561643835616438,0.410958904109589,0.0136986301369863,0.0,0.0547945205479452,0.0958904109589041,0.0684931506849315
Siddharth Kaul,28,16,4,4,0,0,0,4,0.5714285714285714,0.14285714285714285,0.14285714285714285,0.0,0.0,0.0,0.14285714285714285
Shivil Kaushik,1,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Sandeep Lamichhane,1,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Shivam Mavi,15,4,5,2,0,1,0,3,0.26666666666666666,0.3333333333333333,0.13333333333333333,0.0,0.06666666666666668,0.0,0.2
Shadab Nadeem,78,40,22,3,0,1,0,12,0.5128205128205128,0.28205128205128205,0.038461538461538464,0.0,0.01282051282051282,0.0,0.15384615384615385
Suraj Randiv,4,2,0,1,0,0,0,1,0.5,0.0,0.25,0.0,0.0,0.0,0.25
Sherfane Rutherford,54,20,17,3,0,2,7,5,0.3703703703703704,0.3148148148148148,0.05555555555555555,0.0,0.037037037037037035,0.12962962962962962,0.0925925925925926
Sandeep Sharma,3,0,2,0,0,1,0,0,0.0,0.6666666666666666,0.0,0.0,0.3333333333333333,0.0,0.0
S Sreesanth,55,37,6,2,0,6,0,4,0.6727272727272727,0.10909090909090907,0.03636363636363636,0.0,0.10909090909090907,0.0,0.07272727272727272
Sudeep Tyagi,4,0,3,0,0,0,0,1,0.0,0.75,0.0,0.0,0.0,0.0,0.25
Sean Abott,13,5,3,1,0,1,1,2,0.38461538461538464,0.2307692307692308,0.07692307692307693,0.0,0.07692307692307693,0.07692307692307693,0.15384615384615385
Swapnil Asnodkar,339,131,105,17,0,56,10,20,0.3864306784660767,0.3097345132743363,0.05014749262536873,0.0,0.16519174041297935,0.029498525073746312,0.05899705014749264
Surya Kumar Yadav,465,132,196,32,2,54,21,28,0.2838709677419355,0.421505376344086,0.06881720430107527,0.004301075268817204,0.11612903225806452,0.045161290322580636,0.060215053763440864
Sachin Baby,101,27,37,13,0,11,5,8,0.2673267326732673,0.3663366336633663,0.12871287128712872,0.0,0.10891089108910892,0.049504950495049514,0.07920792079207921
Salman Butt,161,68,47,7,0,30,2,7,0.42236024844720504,0.2919254658385093,0.043478260869565216,0.0,0.18633540372670807,0.012422360248447204,0.043478260869565216
Sandeep Sharma,39,14,20,1,0,1,0,3,0.35897435897435903,0.5128205128205128,0.02564102564102564,0.0,0.02564102564102564,0.0,0.07692307692307693
Sanjay Bangar,58,21,25,1,0,1,3,7,0.3620689655172414,0.4310344827586207,0.017241379310344827,0.0,0.017241379310344827,0.05172413793103448,0.1206896551724138
Shadab Jakati,29,10,14,1,0,3,0,1,0.3448275862068966,0.4827586206896552,0.03448275862068965,0.0,0.10344827586206896,0.0,0.03448275862068965
Scott Styris,133,45,63,5,0,10,3,7,0.3383458646616541,0.4736842105263158,0.03759398496240601,0.0,0.07518796992481203,0.022556390977443608,0.05263157894736842
Sourav Ganguly ,1262,546,427,54,3,137,42,53,0.4326465927099842,0.33835182250396195,0.0427892234548336,0.0023771790808240893,0.10855784469096673,0.03328050713153724,0.041996830427892234
Siddhesh Lad,13,7,2,0,1,1,1,1,0.5384615384615384,0.15384615384615385,0.0,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.07692307692307693
Shane Bond,2,0,1,0,0,0,0,1,0.0,0.5,0.0,0.0,0.0,0.0,0.5
Shaun Marsh,1865,630,724,99,6,266,78,62,0.3378016085790885,0.3882037533512064,0.05308310991957105,0.0032171581769437,0.14262734584450398,0.0418230563002681,0.03324396782841823
Shahid Afridi,45,12,12,0,0,7,6,8,0.26666666666666666,0.26666666666666666,0.0,0.0,0.15555555555555556,0.13333333333333333,0.17777777777777778
Shakib Al Hasan,589,163,256,45,0,70,20,35,0.2767402376910017,0.43463497453310695,0.07640067911714771,0.0,0.11884550084889645,0.03395585738539898,0.05942275042444821
Shivam Sharma,3,0,1,0,0,1,0,1,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333
Shoaib Ahmed,6,3,1,0,0,0,0,2,0.5,0.16666666666666666,0.0,0.0,0.0,0.0,0.3333333333333333
Shoaib Akhtar,7,4,2,0,0,0,0,1,0.5714285714285714,0.2857142857142857,0.0,0.0,0.0,0.0,0.14285714285714285
Shoaib Malik,47,10,24,4,0,5,0,4,0.2127659574468085,0.5106382978723404,0.0851063829787234,0.0,0.10638297872340426,0.0,0.0851063829787234
Suresh Raina,3913,1124,1666,264,11,493,194,161,0.2872476360848454,0.4257602862254025,0.0674674163046256,0.002811142346026067,0.12599028878098645,0.04957832864809609,0.04114490161001789
Siddharth Trivedi,59,28,16,4,0,3,1,7,0.4745762711864407,0.2711864406779661,0.06779661016949153,0.0,0.05084745762711865,0.01694915254237288,0.11864406779661014
Shane Warne,214,80,82,12,0,14,6,20,0.37383177570093457,0.3831775700934579,0.05607476635514018,0.0,0.06542056074766353,0.02803738317757009,0.09345794392523364
Lasith Malinga,99,39,32,1,0,6,5,16,0.3939393939393939,0.3232323232323233,0.010101010101010102,0.0,0.060606060606060615,0.0505050505050505,0.16161616161616166
Simon Katich,186,70,56,15,1,26,8,10,0.3763440860215054,0.3010752688172043,0.08064516129032258,0.005376344086021507,0.13978494623655913,0.04301075268817205,0.053763440860215055
Shaun Pollock,111,34,47,2,0,12,8,8,0.3063063063063063,0.4234234234234234,0.018018018018018014,0.0,0.10810810810810813,0.07207207207207207,0.07207207207207207
Sachitra Senanayake,17,7,8,1,0,0,0,1,0.4117647058823529,0.4705882352941176,0.05882352941176471,0.0,0.0,0.0,0.05882352941176471
Sarfraz Khan,286,73,122,20,0,45,11,15,0.2552447552447553,0.42657342657342656,0.06993006993006994,0.0,0.15734265734265734,0.038461538461538464,0.05244755244755245
Shardul Thakur,21,2,6,2,0,5,1,5,0.09523809523809523,0.2857142857142857,0.09523809523809523,0.0,0.2380952380952381,0.047619047619047616,0.2380952380952381
Sohail Tanvir,29,6,14,2,0,3,1,3,0.20689655172413796,0.4827586206896552,0.06896551724137931,0.0,0.10344827586206896,0.03448275862068965,0.10344827586206896
Stephen Fleming,165,71,42,11,2,27,3,9,0.4303030303030303,0.2545454545454545,0.06666666666666668,0.01212121212121212,0.16363636363636366,0.01818181818181818,0.054545454545454536
Shreewats Goswami,291,110,110,17,1,32,3,18,0.3780068728522337,0.3780068728522337,0.0584192439862543,0.003436426116838488,0.1099656357388316,0.010309278350515464,0.061855670103092786
Sheldon Jackson,31,8,14,2,0,5,0,2,0.25806451612903225,0.4516129032258064,0.06451612903225806,0.0,0.16129032258064516,0.0,0.06451612903225806
Sunil Narine,457,163,97,15,1,93,44,44,0.3566739606126915,0.212253829321663,0.03282275711159737,0.002188183807439825,0.20350109409190373,0.0962800875273523,0.0962800875273523
Steven Smith,1568,426,716,137,6,180,49,54,0.27168367346938777,0.4566326530612245,0.08737244897959184,0.003826530612244898,0.11479591836734696,0.03125,0.03443877551020408
Sachin Tendulkar,1948,709,721,117,7,296,29,69,0.3639630390143737,0.3701232032854209,0.060061601642710474,0.003593429158110883,0.15195071868583165,0.0148870636550308,0.035420944558521565
Shane Watson,2563,940,849,132,8,343,177,114,0.3667577058134998,0.3312524385485759,0.05150214592274678,0.003121342177136169,0.13382754584471326,0.06905969566913774,0.0444791260241904
Shreyas Iyer,1323,442,543,66,1,149,67,55,0.3340891912320484,0.4104308390022676,0.049886621315192746,0.0007558578987150416,0.1126228269085412,0.050642479213907785,0.04157218442932729
Sourabh Tiwary,1067,336,464,82,2,93,45,45,0.3149015932521087,0.43486410496719774,0.07685098406747891,0.0018744142455482664,0.08716026241799438,0.04217432052483599,0.04217432052483599
Sanath Jayasuriya,531,223,128,22,7,84,39,28,0.4199623352165725,0.24105461393596986,0.041431261770244816,0.013182674199623351,0.15819209039548024,0.07344632768361582,0.05273069679849341
Stuart Binny,683,205,263,61,7,66,35,46,0.3001464128843338,0.3850658857979502,0.08931185944363104,0.010248901903367495,0.09663250366032212,0.05124450951683748,0.06734992679355782
Sunny Gupta,1,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Sunny Singh,31,8,11,1,0,6,1,4,0.25806451612903225,0.3548387096774194,0.03225806451612903,0.0,0.1935483870967742,0.03225806451612903,0.12903225806451613
Sanju Samson,1696,517,696,133,11,170,89,80,0.3048349056603773,0.4103773584905661,0.07841981132075472,0.006485849056603774,0.10023584905660378,0.052476415094339625,0.04716981132075472
Sam Billings,250,66,99,24,1,31,10,19,0.264,0.396,0.096,0.004,0.124,0.04,0.076
Shaun Tait,26,8,13,0,0,1,1,3,0.3076923076923077,0.5,0.0,0.0,0.038461538461538464,0.038461538461538464,0.1153846153846154
Swapnil Singh,20,7,8,2,0,0,0,3,0.35,0.4,0.1,0.0,0.0,0.0,0.15
Tom Curran,28,11,11,0,0,3,0,3,0.3928571428571429,0.3928571428571429,0.0,0.0,0.10714285714285714,0.0,0.10714285714285714
Tatenda Taibu,26,6,9,5,0,3,0,3,0.2307692307692308,0.3461538461538461,0.19230769230769232,0.0,0.1153846153846154,0.0,0.1153846153846154
Trent Boult,14,7,2,2,0,0,1,2,0.5,0.14285714285714285,0.14285714285714285,0.0,0.0,0.07142857142857142,0.14285714285714285
Tim Paine,26,14,10,0,0,0,0,2,0.5384615384615384,0.38461538461538464,0.0,0.0,0.0,0.0,0.07692307692307693
Tim Southee,89,25,34,10,0,8,4,8,0.2808988764044944,0.3820224719101124,0.11235955056179776,0.0,0.0898876404494382,0.0449438202247191,0.0898876404494382
Tirumala Setty Suman,575,211,205,43,3,55,26,32,0.3669565217391305,0.3565217391304348,0.07478260869565218,0.005217391304347826,0.09565217391304348,0.045217391304347834,0.05565217391304348
Tilakaratne Dilshan,1007,409,335,54,2,140,24,43,0.4061569016881828,0.3326713008937438,0.05362462760675273,0.00198609731876862,0.13902681231380334,0.02383316782522344,0.042701092353525316
Travis Head,148,33,67,21,0,12,8,7,0.22297297297297294,0.4527027027027027,0.14189189189189189,0.0,0.08108108108108109,0.054054054054054064,0.0472972972972973
Travis Birt,58,21,15,6,0,9,2,5,0.3620689655172414,0.25862068965517243,0.10344827586206896,0.0,0.15517241379310345,0.03448275862068965,0.08620689655172414
Tymal Mills,11,5,2,0,0,0,1,3,0.4545454545454545,0.18181818181818185,0.0,0.0,0.0,0.09090909090909093,0.2727272727272727
Unmukt Chand,300,136,88,15,0,32,9,20,0.4533333333333333,0.2933333333333333,0.05,0.0,0.10666666666666667,0.03,0.06666666666666668
Umar Gul,19,5,5,0,0,1,5,3,0.2631578947368421,0.2631578947368421,0.0,0.0,0.05263157894736842,0.2631578947368421,0.15789473684210525
Usman Khawaja,100,32,38,6,1,14,3,6,0.32,0.38,0.06,0.01,0.14,0.03,0.06
Umesh Yadav,126,48,46,4,0,11,4,13,0.3809523809523809,0.36507936507936506,0.031746031746031744,0.0,0.0873015873015873,0.031746031746031744,0.10317460317460317
Virat Kohli,4112,1269,1725,292,11,481,191,143,0.3086089494163424,0.4195038910505837,0.07101167315175097,0.0026750972762645915,0.11697470817120625,0.04644941634241245,0.03477626459143969
Veer Pratap Singh,1,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Virender Sehwag,1755,560,558,96,2,334,106,99,0.3190883190883191,0.31794871794871793,0.0547008547008547,0.0011396011396011395,0.1903133903133903,0.0603988603988604,0.05641025641025641
Vijay Shankar,416,102,200,37,1,34,24,18,0.2451923076923077,0.4807692307692308,0.0889423076923077,0.002403846153846154,0.08173076923076923,0.0576923076923077,0.04326923076923077
Vishnu Vinod,26,12,9,0,0,1,1,3,0.4615384615384616,0.3461538461538461,0.0,0.0,0.038461538461538464,0.038461538461538464,0.1153846153846154
Varun Aaron,62,29,21,4,0,2,2,4,0.4677419354838709,0.3387096774193548,0.06451612903225806,0.0,0.03225806451612903,0.03225806451612903,0.06451612903225806
VRV Singh,3,0,0,0,0,1,0,2,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.6666666666666666
VVS Laxman,267,100,100,10,0,33,5,19,0.3745318352059925,0.3745318352059925,0.03745318352059925,0.0,0.12359550561797752,0.018726591760299626,0.07116104868913857
Washington Sundar,53,16,14,7,1,5,4,6,0.3018867924528302,0.2641509433962264,0.1320754716981132,0.018867924528301886,0.09433962264150944,0.07547169811320754,0.11320754716981132
Wayne Parnell,75,25,31,5,0,4,1,9,0.3333333333333333,0.4133333333333333,0.06666666666666668,0.0,0.05333333333333334,0.013333333333333334,0.12
Wriddhiman Saha,1346,405,529,115,4,160,59,74,0.3008915304606241,0.3930163447251114,0.08543833580980684,0.0029717682020802376,0.1188707280832095,0.043833580980683504,0.0549777117384844
Yashpal Singh,66,34,20,2,1,5,0,4,0.5151515151515151,0.30303030303030304,0.030303030303030307,0.015151515151515154,0.07575757575757576,0.0,0.060606060606060615
Yusuf Pathan,2241,673,877,155,5,262,159,110,0.3003123605533244,0.39134315037929496,0.06916555109326193,0.0022311468094600626,0.11691209281570727,0.07095046854082998,0.049085229808121376
Younis Khan,7,3,3,0,0,0,0,1,0.42857142857142855,0.42857142857142855,0.0,0.0,0.0,0.0,0.14285714285714285
Yuzvendra Chahal,48,25,16,1,1,0,0,5,0.5208333333333334,0.3333333333333333,0.02083333333333333,0.02083333333333333,0.0,0.0,0.10416666666666667
Yuvraj Singh,2120,780,741,119,3,217,149,111,0.3679245283018868,0.3495283018867925,0.05613207547169812,0.0014150943396226414,0.10235849056603774,0.07028301886792453,0.05235849056603774
Zaheer Khan,141,60,47,7,0,11,2,14,0.425531914893617,0.3333333333333333,0.04964539007092199,0.0,0.07801418439716312,0.014184397163120569,0.09929078014184398
