num,batsman,balls_Faced,dots,singles,doubles,triples,fours,sixes,wickets,dot_prob,sing_prob,doub_prob,trip_prop,four_prob,six_prob,wkt_prob
257,M Morkel,90,21,33,8,1,11,5,11,0.23333333333333334,0.36666666666666664,0.08888888888888889,0.011111111111111112,0.12222222222222222,0.05555555555555555,0.12222222222222222
258,M Muralitharan,30,11,9,2,1,1,0,6,0.36666666666666664,0.3,0.06666666666666667,0.03333333333333333,0.03333333333333333,0.0,0.2
259,M Ntini,18,13,1,1,0,2,0,1,0.7222222222222222,0.05555555555555555,0.05555555555555555,0.0,0.1111111111111111,0.0,0.05555555555555555
260,M Rawat,69,28,29,2,0,4,1,5,0.4057971014492754,0.42028985507246375,0.028985507246376812,0.0,0.057971014492753624,0.014492753623188406,0.07246376811594203
261,M Santner,23,7,10,2,0,0,3,1,0.30434782608695654,0.43478260869565216,0.08695652173913043,0.0,0.0,0.13043478260869565,0.043478260869565216
262,M Ur Rahman,11,5,2,0,0,2,0,2,0.45454545454545453,0.18181818181818182,0.0,0.0,0.18181818181818182,0.0,0.18181818181818182
263,M Vijay,2105,806,687,163,17,243,91,98,0.3828978622327791,0.32636579572446556,0.07743467933491686,0.008076009501187649,0.1154394299287411,0.04323040380047506,0.04655581947743468
264,M Vohra,767,283,234,62,9,97,39,43,0.36897001303780963,0.3050847457627119,0.08083441981747067,0.011734028683181226,0.12646675358539766,0.05084745762711865,0.0560625814863103
265,M Wood,3,1,1,0,0,0,0,1,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.3333333333333333
266,MA Agarwal,986,323,374,51,0,117,52,69,0.3275862068965517,0.3793103448275862,0.05172413793103448,0.0,0.11866125760649088,0.05273833671399594,0.06997971602434078
267,MA Khote,22,8,8,1,0,2,1,2,0.36363636363636365,0.36363636363636365,0.045454545454545456,0.0,0.09090909090909091,0.045454545454545456,0.09090909090909091
268,MA Starc,98,34,38,9,0,10,0,7,0.3469387755102041,0.3877551020408163,0.09183673469387756,0.0,0.10204081632653061,0.0,0.07142857142857142
269,Mandeep Singh,1227,385,477,101,3,160,33,68,0.31377343113284434,0.38875305623471884,0.08231458842705787,0.0024449877750611247,0.13039934800325997,0.02689486552567237,0.05541972290138549
270,Mashrafe Mortaza,2,1,0,1,0,0,0,0,0.5,0.0,0.5,0.0,0.0,0.0,0.0
271,MC Henriques,756,225,310,70,3,87,27,34,0.2976190476190476,0.41005291005291006,0.09259259259259259,0.003968253968253968,0.11507936507936507,0.03571428571428571,0.04497354497354497
272,MC Juneja,128,41,61,7,0,11,1,7,0.3203125,0.4765625,0.0546875,0.0,0.0859375,0.0078125,0.0546875
273,MD Mishra,208,81,65,14,0,24,8,16,0.3894230769230769,0.3125,0.0673076923076923,0.0,0.11538461538461539,0.038461538461538464,0.07692307692307693
274,MDKJ Perera,13,6,2,0,0,3,0,2,0.46153846153846156,0.15384615384615385,0.0,0.0,0.23076923076923078,0.0,0.15384615384615385
275,MEK Hussey,1612,556,648,96,11,198,52,51,0.34491315136476425,0.40198511166253104,0.05955334987593052,0.006823821339950372,0.1228287841191067,0.03225806451612903,0.03163771712158809
276,MF Maharoof,123,33,43,16,0,12,9,10,0.2682926829268293,0.34959349593495936,0.13008130081300814,0.0,0.0975609756097561,0.07317073170731707,0.08130081300813008
277,MG Johnson,164,63,58,12,1,10,7,13,0.38414634146341464,0.35365853658536583,0.07317073170731707,0.006097560975609756,0.06097560975609756,0.042682926829268296,0.07926829268292683
278,Misbah-ul-Haq,81,23,29,6,0,10,6,7,0.2839506172839506,0.35802469135802467,0.07407407407407407,0.0,0.12345679012345678,0.07407407407407407,0.08641975308641975
279,MJ Clarke,93,35,35,5,0,12,0,6,0.3763440860215054,0.3763440860215054,0.053763440860215055,0.0,0.12903225806451613,0.0,0.06451612903225806
280,MJ Guptill,195,76,59,7,2,24,15,12,0.38974358974358975,0.30256410256410254,0.035897435897435895,0.010256410256410256,0.12307692307692308,0.07692307692307693,0.06153846153846154
281,MJ Lumb,194,80,41,9,1,45,6,12,0.41237113402061853,0.211340206185567,0.04639175257731959,0.005154639175257732,0.23195876288659795,0.030927835051546393,0.061855670103092786
282,MJ McClenaghan,70,24,21,1,0,5,7,12,0.34285714285714286,0.3,0.014285714285714285,0.0,0.07142857142857142,0.1,0.17142857142857143
283,MK Pandey,2351,742,1005,171,8,253,75,97,0.3156103785623139,0.42747766907698853,0.07273500638026371,0.0034028073160357296,0.10761378136962994,0.031901318587834966,0.04125903870693322
284,MK Tiwary,1445,472,633,77,8,156,40,59,0.32664359861591696,0.4380622837370242,0.05328719723183391,0.005536332179930796,0.10795847750865052,0.02768166089965398,0.04083044982698962
285,ML Hayden,805,303,257,48,2,121,44,30,0.3763975155279503,0.31925465838509315,0.05962732919254658,0.002484472049689441,0.15031055900621118,0.0546583850931677,0.037267080745341616
286,MM Patel,41,12,17,1,0,5,0,6,0.2926829268292683,0.4146341463414634,0.024390243902439025,0.0,0.12195121951219512,0.0,0.14634146341463414
287,MM Sharma,117,36,45,7,1,9,4,15,0.3076923076923077,0.38461538461538464,0.05982905982905983,0.008547008547008548,0.07692307692307693,0.03418803418803419,0.1282051282051282
288,MN Samuels,172,71,61,11,0,9,7,13,0.4127906976744186,0.3546511627906977,0.06395348837209303,0.0,0.05232558139534884,0.040697674418604654,0.0755813953488372
289,MN van Wyk,132,38,58,12,1,19,1,3,0.2878787878787879,0.4393939393939394,0.09090909090909091,0.007575757575757576,0.14393939393939395,0.007575757575757576,0.022727272727272728
290,Mohammad Ashraful,10,7,2,0,0,0,0,1,0.7,0.2,0.0,0.0,0.0,0.0,0.1
291,Mohammad Asif,6,1,3,0,0,0,0,2,0.16666666666666666,0.5,0.0,0.0,0.0,0.0,0.3333333333333333
292,Mohammad Hafeez,83,43,24,0,0,7,2,7,0.5180722891566265,0.2891566265060241,0.0,0.0,0.08433734939759036,0.024096385542168676,0.08433734939759036
293,Mohammad Nabi,91,23,34,6,1,11,7,9,0.25274725274725274,0.37362637362637363,0.06593406593406594,0.01098901098901099,0.12087912087912088,0.07692307692307693,0.0989010989010989
294,Mohammed Shami,53,17,18,2,0,5,2,9,0.32075471698113206,0.33962264150943394,0.03773584905660377,0.0,0.09433962264150944,0.03773584905660377,0.16981132075471697
295,Mohammed Siraj,36,14,16,0,0,2,1,3,0.3888888888888889,0.4444444444444444,0.0,0.0,0.05555555555555555,0.027777777777777776,0.08333333333333333
296,MP Stoinis,364,109,148,39,1,34,18,15,0.29945054945054944,0.4065934065934066,0.10714285714285714,0.0027472527472527475,0.09340659340659341,0.04945054945054945,0.04120879120879121
297,MR Marsh,196,67,83,11,0,9,14,12,0.34183673469387754,0.42346938775510207,0.05612244897959184,0.0,0.04591836734693878,0.07142857142857142,0.061224489795918366
298,MS Bisla,702,302,207,36,3,93,23,38,0.4301994301994302,0.2948717948717949,0.05128205128205128,0.004273504273504274,0.13247863247863248,0.03276353276353276,0.05413105413105413
299,MS Dhoni,3215,945,1342,304,13,297,209,105,0.2939346811819596,0.41741835147744943,0.09455676516329704,0.004043545878693624,0.09237947122861587,0.06500777604976672,0.03265940902021773
300,MS Gony,71,24,19,4,0,6,8,10,0.3380281690140845,0.2676056338028169,0.056338028169014086,0.0,0.08450704225352113,0.11267605633802817,0.14084507042253522
301,MS Wade,33,12,14,4,0,0,0,3,0.36363636363636365,0.42424242424242425,0.12121212121212122,0.0,0.0,0.0,0.09090909090909091
302,Mustafizur Rahman,3,1,1,0,0,0,0,1,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.3333333333333333
303,MV Boucher,309,93,127,29,1,32,13,14,0.30097087378640774,0.4110032362459547,0.09385113268608414,0.003236245954692557,0.10355987055016182,0.042071197411003236,0.045307443365695796
304,N Naik,16,11,3,0,0,1,0,1,0.6875,0.1875,0.0,0.0,0.0625,0.0,0.0625
305,N Pooran,107,40,30,7,0,10,14,6,0.37383177570093457,0.2803738317757009,0.06542056074766354,0.0,0.09345794392523364,0.1308411214953271,0.056074766355140186
306,N Rana,807,280,307,37,1,84,60,38,0.3469640644361834,0.38042131350681535,0.04584882280049566,0.0012391573729863693,0.10408921933085502,0.07434944237918216,0.04708798017348203
307,N Saini,145,57,45,15,1,16,0,11,0.3931034482758621,0.3103448275862069,0.10344827586206896,0.006896551724137931,0.1103448275862069,0.0,0.07586206896551724
308,ND Doshi,13,12,0,0,0,0,0,1,0.9230769230769231,0.0,0.0,0.0,0.0,0.0,0.07692307692307693
309,Niraj Patel,119,52,38,9,1,14,1,4,0.4369747899159664,0.31932773109243695,0.07563025210084033,0.008403361344537815,0.11764705882352941,0.008403361344537815,0.03361344537815126
310,NJ Maddinson,21,12,1,0,1,4,0,3,0.5714285714285714,0.047619047619047616,0.0,0.047619047619047616,0.19047619047619047,0.0,0.14285714285714285
311,NJ Rimmington,1,0,1,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
312,NL McCullum,22,6,9,4,1,0,1,1,0.2727272727272727,0.4090909090909091,0.18181818181818182,0.045454545454545456,0.0,0.045454545454545456,0.045454545454545456
313,NLTC Perera,307,90,119,26,1,23,26,22,0.2931596091205212,0.38762214983713356,0.08469055374592833,0.003257328990228013,0.0749185667752443,0.08469055374592833,0.07166123778501629
314,NM Coulter-Nile,50,20,14,1,0,3,4,8,0.4,0.28,0.02,0.0,0.06,0.08,0.16
315,NS Naik,31,12,13,3,0,1,0,2,0.3870967741935484,0.41935483870967744,0.0967741935483871,0.0,0.03225806451612903,0.0,0.06451612903225806
316,NV Ojha,1313,526,438,64,10,121,79,75,0.4006092916984006,0.3335872048743336,0.048743335872048744,0.007616146230007616,0.09215536938309216,0.060167555217060166,0.05712109672505712
317,OA Shah,389,118,168,29,2,34,23,15,0.3033419023136247,0.4318766066838046,0.07455012853470437,0.005141388174807198,0.08740359897172237,0.05912596401028278,0.038560411311053984
318,P Awana,14,7,5,0,0,0,0,2,0.5,0.35714285714285715,0.0,0.0,0.0,0.0,0.14285714285714285
319,P Chopra,6,3,0,0,0,2,0,1,0.5,0.0,0.0,0.0,0.3333333333333333,0.0,0.16666666666666666
320,P Dogra,138,49,58,10,1,4,5,11,0.35507246376811596,0.42028985507246375,0.07246376811594203,0.007246376811594203,0.028985507246376812,0.036231884057971016,0.07971014492753623
321,P Krishna,7,5,1,0,0,0,0,1,0.7142857142857143,0.14285714285714285,0.0,0.0,0.0,0.0,0.14285714285714285
322,P Kumar,314,111,102,24,0,22,17,38,0.3535031847133758,0.3248407643312102,0.07643312101910828,0.0,0.07006369426751592,0.054140127388535034,0.12101910828025478
323,P Negi,289,86,108,25,1,27,16,26,0.2975778546712803,0.3737024221453287,0.08650519031141868,0.0034602076124567475,0.09342560553633218,0.05536332179930796,0.08996539792387544
324,P Parameswaran,2,1,1,0,0,0,0,0,0.5,0.5,0.0,0.0,0.0,0.0,0.0
325,P R Barman,24,10,11,0,0,2,0,1,0.4166666666666667,0.4583333333333333,0.0,0.0,0.08333333333333333,0.0,0.041666666666666664
326,P Raj,1,1,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
327,P Sahu,13,3,5,2,0,1,1,1,0.23076923076923078,0.38461538461538464,0.15384615384615385,0.0,0.07692307692307693,0.07692307692307693,0.07692307692307693
328,P Shaw,424,137,148,21,2,72,19,25,0.3231132075471698,0.3490566037735849,0.049528301886792456,0.0047169811320754715,0.16981132075471697,0.04481132075471698,0.0589622641509434
329,PA Patel,2359,872,812,127,8,365,49,126,0.36964815599830436,0.34421364985163205,0.05383637134378974,0.003391267486222976,0.15472657905892329,0.020771513353115726,0.05341246290801187
330,PA Reddy,160,55,65,12,1,15,2,10,0.34375,0.40625,0.075,0.00625,0.09375,0.0125,0.0625
331,Pankaj Singh,12,4,5,1,0,0,0,2,0.3333333333333333,0.4166666666666667,0.08333333333333333,0.0,0.0,0.0,0.16666666666666666
332,Parvez Rasool,20,5,11,1,0,1,0,2,0.25,0.55,0.05,0.0,0.05,0.0,0.1
333,PC Valthaty,418,194,101,20,0,61,20,22,0.46411483253588515,0.24162679425837322,0.04784688995215311,0.0,0.145933014354067,0.04784688995215311,0.05263157894736842
334,PD Collingwood,156,52,66,10,1,9,13,5,0.3333333333333333,0.4230769230769231,0.0641025641025641,0.00641025641025641,0.057692307692307696,0.08333333333333333,0.03205128205128205
335,PJ Cummins,55,14,19,7,0,5,4,6,0.2545454545454545,0.34545454545454546,0.12727272727272726,0.0,0.09090909090909091,0.07272727272727272,0.10909090909090909
336,PJ Sangwan,39,14,14,3,0,1,0,7,0.358974358974359,0.358974358974359,0.07692307692307693,0.0,0.02564102564102564,0.0,0.1794871794871795
337,PM Sarvesh Kumar,2,1,1,0,0,0,0,0,0.5,0.5,0.0,0.0,0.0,0.0,0.0
338,PP Chawla,524,179,189,34,1,54,18,49,0.3416030534351145,0.3606870229007634,0.0648854961832061,0.0019083969465648854,0.10305343511450382,0.03435114503816794,0.09351145038167939
339,PP Ojha,45,18,14,1,0,0,0,12,0.4,0.3111111111111111,0.022222222222222223,0.0,0.0,0.0,0.26666666666666666
340,PR Shah,91,36,28,8,0,9,2,8,0.3956043956043956,0.3076923076923077,0.08791208791208792,0.0,0.0989010989010989,0.02197802197802198,0.08791208791208792
341,PSP Handscomb,12,5,6,0,0,0,0,1,0.4166666666666667,0.5,0.0,0.0,0.0,0.0,0.08333333333333333
342,PV Tambe,39,22,14,0,0,1,0,2,0.5641025641025641,0.358974358974359,0.0,0.0,0.02564102564102564,0.0,0.05128205128205128
343,Q de Kock,1110,403,394,51,4,156,54,48,0.3630630630630631,0.35495495495495494,0.04594594594594595,0.0036036036036036037,0.14054054054054055,0.04864864864864865,0.043243243243243246
344,R Ashwin,339,95,147,20,0,32,10,35,0.28023598820059,0.4336283185840708,0.058997050147492625,0.0,0.0943952802359882,0.029498525073746312,0.10324483775811209
345,R Bhatia,284,74,119,23,1,24,13,30,0.2605633802816901,0.41901408450704225,0.08098591549295775,0.0035211267605633804,0.08450704225352113,0.045774647887323945,0.1056338028169014
346,R Bhui,17,10,3,2,0,0,0,2,0.5882352941176471,0.17647058823529413,0.11764705882352941,0.0,0.0,0.0,0.11764705882352941
347,R Bishnoi,17,8,3,0,0,1,2,3,0.47058823529411764,0.17647058823529413,0.0,0.0,0.058823529411764705,0.11764705882352941,0.17647058823529413
348,R Dhawan,135,49,48,13,1,13,4,7,0.362962962962963,0.35555555555555557,0.0962962962962963,0.007407407407407408,0.0962962962962963,0.02962962962962963,0.05185185185185185
349,R Dravid,1880,706,681,118,1,269,28,77,0.37553191489361704,0.36223404255319147,0.0627659574468085,0.0005319148936170213,0.14308510638297872,0.014893617021276596,0.040957446808510635
350,R McLaren,171,61,78,8,1,14,1,8,0.3567251461988304,0.45614035087719296,0.04678362573099415,0.005847953216374269,0.08187134502923976,0.005847953216374269,0.04678362573099415
351,R Ninan,6,2,3,0,0,0,0,1,0.3333333333333333,0.5,0.0,0.0,0.0,0.0,0.16666666666666666
352,R Parag,126,43,50,6,0,17,5,5,0.3412698412698413,0.3968253968253968,0.047619047619047616,0.0,0.1349206349206349,0.03968253968253968,0.03968253968253968
353,R Rampaul,50,19,15,6,0,3,2,5,0.38,0.3,0.12,0.0,0.06,0.04,0.1
354,R Salam,4,1,1,2,0,0,0,0,0.25,0.25,0.5,0.0,0.0,0.0,0.0
355,R Sathish,231,70,89,24,3,22,6,17,0.30303030303030304,0.3852813852813853,0.1038961038961039,0.012987012987012988,0.09523809523809523,0.025974025974025976,0.0735930735930736
356,R Sharma,75,32,14,7,0,5,3,14,0.4266666666666667,0.18666666666666668,0.09333333333333334,0.0,0.06666666666666667,0.04,0.18666666666666668
357,R Shukla,23,9,11,0,0,2,0,1,0.391304347826087,0.4782608695652174,0.0,0.0,0.08695652173913043,0.0,0.043478260869565216
358,R Singh,65,21,28,3,0,5,2,6,0.3230769230769231,0.4307692307692308,0.046153846153846156,0.0,0.07692307692307693,0.03076923076923077,0.09230769230769231
359,R Tewatia,89,27,35,7,0,11,3,6,0.30337078651685395,0.39325842696629215,0.07865168539325842,0.0,0.12359550561797752,0.033707865168539325,0.06741573033707865
360,R Vinay Kumar,274,75,110,31,0,21,9,28,0.2737226277372263,0.40145985401459855,0.11313868613138686,0.0,0.07664233576642336,0.032846715328467155,0.10218978102189781
361,RA Jadeja,1571,449,692,145,5,135,65,80,0.28580521960534694,0.44048376830044556,0.09229789942711648,0.003182686187141948,0.0859325270528326,0.041374920432845325,0.050922978994271166
362,RA Tripathi,553,169,210,42,2,74,27,29,0.30560578661844484,0.379746835443038,0.0759493670886076,0.003616636528028933,0.13381555153707053,0.048824593128390596,0.05244122965641953
363,Rashid Khan,63,13,18,6,0,5,9,12,0.20634920634920634,0.2857142857142857,0.09523809523809523,0.0,0.07936507936507936,0.14285714285714285,0.19047619047619047
364,RD Chahar,13,4,3,2,0,2,0,2,0.3076923076923077,0.23076923076923078,0.15384615384615385,0.0,0.15384615384615385,0.0,0.15384615384615385
365,RE Levi,73,34,19,0,0,10,4,6,0.4657534246575342,0.2602739726027397,0.0,0.0,0.136986301369863,0.0547945205479452,0.0821917808219178
366,RE van der Merwe,141,52,53,4,2,11,8,11,0.36879432624113473,0.375886524822695,0.028368794326241134,0.014184397163120567,0.07801418439716312,0.05673758865248227,0.07801418439716312
367,RG More,2,0,2,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
368,RG Sharma,3743,1177,1576,204,5,431,195,155,0.31445364680737375,0.42105263157894735,0.05450173657493989,0.0013358268768367619,0.11514827678332888,0.052097248196633715,0.04141063318193962
369,RJ Harris,112,34,40,16,1,6,3,12,0.30357142857142855,0.35714285714285715,0.14285714285714285,0.008928571428571428,0.05357142857142857,0.026785714285714284,0.10714285714285714
370,RJ Peterson,30,10,12,1,0,3,1,3,0.3333333333333333,0.4,0.03333333333333333,0.0,0.1,0.03333333333333333,0.1
371,RJ Quiney,102,47,30,2,1,12,3,7,0.46078431372549017,0.29411764705882354,0.0196078431372549,0.00980392156862745,0.11764705882352941,0.029411764705882353,0.06862745098039216
372,RN ten Doeschate,235,63,102,15,0,26,15,14,0.2680851063829787,0.4340425531914894,0.06382978723404255,0.0,0.11063829787234042,0.06382978723404255,0.059574468085106386
373,RP Singh,76,24,31,2,1,2,1,15,0.3157894736842105,0.40789473684210525,0.02631578947368421,0.013157894736842105,0.02631578947368421,0.013157894736842105,0.19736842105263158
374,RR Bhatkal,2,1,0,0,0,0,0,1,0.5,0.0,0.0,0.0,0.0,0.0,0.5
375,RR Pant,1066,286,415,69,2,152,94,48,0.2682926829268293,0.3893058161350844,0.0647279549718574,0.001876172607879925,0.1425891181988743,0.08818011257035648,0.0450281425891182
376,RR Powar,64,24,23,7,0,6,1,3,0.375,0.359375,0.109375,0.0,0.09375,0.015625,0.046875
377,RR Raje,18,5,10,0,0,1,1,1,0.2777777777777778,0.5555555555555556,0.0,0.0,0.05555555555555555,0.05555555555555555,0.05555555555555555
378,RR Rossouw,51,20,17,3,0,3,3,5,0.39215686274509803,0.3333333333333333,0.058823529411764705,0.0,0.058823529411764705,0.058823529411764705,0.09803921568627451
379,RR Sarwan,75,27,31,6,0,6,1,4,0.36,0.41333333333333333,0.08,0.0,0.08,0.013333333333333334,0.05333333333333334
380,RS Bopara,453,142,204,27,7,39,16,18,0.31346578366445915,0.4503311258278146,0.059602649006622516,0.01545253863134658,0.08609271523178808,0.03532008830022075,0.039735099337748346
381,RS Gavaskar,8,5,2,0,0,0,0,1,0.625,0.25,0.0,0.0,0.0,0.0,0.125
382,RS Sodhi,2,1,0,0,0,1,0,0,0.5,0.0,0.0,0.0,0.5,0.0,0.0
383,RT Ponting,128,59,47,6,0,5,2,9,0.4609375,0.3671875,0.046875,0.0,0.0390625,0.015625,0.0703125
384,RV Gomez,51,20,16,4,0,5,1,5,0.39215686274509803,0.3137254901960784,0.0784313725490196,0.0,0.09803921568627451,0.0196078431372549,0.09803921568627451
