num,batsman,balls_Faced,dots,singles,doubles,triples,fours,sixes,wickets,dot_prob,sing_prob,doub_prob,trip_prop,four_prob,six_prob,wkt_prob
385,RV Uthappa,3379,1144,1273,205,13,435,156,153,0.33856170464634505,0.37673868008286476,0.06066883693400414,0.0038472920982539215,0.1287363125184966,0.04616750517904705,0.04527966854098846
386,S Anirudha,113,38,44,7,0,9,7,8,0.336283185840708,0.3893805309734513,0.061946902654867256,0.0,0.07964601769911504,0.061946902654867256,0.07079646017699115
387,S Aravind,57,20,21,5,0,7,0,4,0.3508771929824561,0.3684210526315789,0.08771929824561403,0.0,0.12280701754385964,0.0,0.07017543859649122
388,S Badree,23,7,9,2,0,0,0,5,0.30434782608695654,0.391304347826087,0.08695652173913043,0.0,0.0,0.0,0.21739130434782608
389,S Badrinath,1212,413,484,85,1,154,28,47,0.34075907590759075,0.39933993399339934,0.07013201320132013,0.0008250825082508251,0.12706270627062707,0.0231023102310231,0.038778877887788776
390,S Chanderpaul,31,15,9,0,0,4,0,3,0.4838709677419355,0.2903225806451613,0.0,0.0,0.12903225806451613,0.0,0.0967741935483871
391,S Curran,55,17,11,7,0,13,3,4,0.3090909090909091,0.2,0.12727272727272726,0.0,0.23636363636363636,0.05454545454545454,0.07272727272727272
392,S Dhawan,3669,1250,1443,201,18,524,96,137,0.3406922867266285,0.39329517579721995,0.05478331970564186,0.004905968928863451,0.14281820659580266,0.02616516762060507,0.03733987462523849
393,S Dube,33,9,16,1,0,1,3,3,0.2727272727272727,0.48484848484848486,0.030303030303030304,0.0,0.030303030303030304,0.09090909090909091,0.09090909090909091
394,S Gill,377,98,177,27,2,43,15,15,0.259946949602122,0.46949602122015915,0.07161803713527852,0.005305039787798408,0.11405835543766578,0.03978779840848806,0.03978779840848806
395,S Gopal,118,38,47,9,0,14,1,9,0.3220338983050847,0.3983050847457627,0.07627118644067797,0.0,0.11864406779661017,0.00847457627118644,0.07627118644067797
396,S Hetmyer,73,26,30,1,0,4,7,5,0.3561643835616438,0.410958904109589,0.0136986301369863,0.0,0.0547945205479452,0.0958904109589041,0.0684931506849315
397,S Kaul,28,16,4,4,0,0,0,4,0.5714285714285714,0.14285714285714285,0.14285714285714285,0.0,0.0,0.0,0.14285714285714285
398,S Kaushik,1,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0
399,S Ladda,9,8,0,0,0,0,0,1,0.8888888888888888,0.0,0.0,0.0,0.0,0.0,0.1111111111111111
400,S Lamichhane,1,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0
401,S Mavi,15,4,5,2,0,1,0,3,0.26666666666666666,0.3333333333333333,0.13333333333333333,0.0,0.06666666666666667,0.0,0.2
402,S Nadeem,78,40,22,3,0,1,0,12,0.5128205128205128,0.28205128205128205,0.038461538461538464,0.0,0.01282051282051282,0.0,0.15384615384615385
403,S Narwal,27,7,9,2,0,6,0,3,0.25925925925925924,0.3333333333333333,0.07407407407407407,0.0,0.2222222222222222,0.0,0.1111111111111111
404,S Rana,81,28,29,10,0,9,1,4,0.345679012345679,0.35802469135802467,0.12345679012345678,0.0,0.1111111111111111,0.012345679012345678,0.04938271604938271
405,S Randiv,4,2,0,1,0,0,0,1,0.5,0.0,0.25,0.0,0.0,0.0,0.25
406,S Rutherford,54,20,17,3,0,2,7,5,0.37037037037037035,0.3148148148148148,0.05555555555555555,0.0,0.037037037037037035,0.12962962962962962,0.09259259259259259
407,S Sharma,3,0,2,0,0,1,0,0,0.0,0.6666666666666666,0.0,0.0,0.3333333333333333,0.0,0.0
408,S Singh,17,9,4,1,0,1,1,1,0.5294117647058824,0.23529411764705882,0.058823529411764705,0.0,0.058823529411764705,0.058823529411764705,0.058823529411764705
409,S Sohal,291,119,82,17,1,34,18,20,0.40893470790378006,0.281786941580756,0.058419243986254296,0.003436426116838488,0.11683848797250859,0.061855670103092786,0.06872852233676977
410,S Sreesanth,55,37,6,2,0,6,0,4,0.6727272727272727,0.10909090909090909,0.03636363636363636,0.0,0.10909090909090909,0.0,0.07272727272727272
411,S Sriram,36,14,15,2,0,3,0,2,0.3888888888888889,0.4166666666666667,0.05555555555555555,0.0,0.08333333333333333,0.0,0.05555555555555555
412,S Tyagi,4,0,3,0,0,0,0,1,0.0,0.75,0.0,0.0,0.0,0.0,0.25
413,S Vidyut,109,41,30,5,1,21,3,8,0.3761467889908257,0.27522935779816515,0.045871559633027525,0.009174311926605505,0.1926605504587156,0.027522935779816515,0.07339449541284404
414,SA Abbott,13,5,3,1,0,1,1,2,0.38461538461538464,0.23076923076923078,0.07692307692307693,0.0,0.07692307692307693,0.07692307692307693,0.15384615384615385
415,SA Asnodkar,339,131,105,17,0,56,10,20,0.3864306784660767,0.30973451327433627,0.05014749262536873,0.0,0.16519174041297935,0.029498525073746312,0.058997050147492625
416,SA Yadav,465,132,196,32,2,54,21,28,0.2838709677419355,0.421505376344086,0.06881720430107527,0.004301075268817204,0.11612903225806452,0.04516129032258064,0.060215053763440864
417,Sachin Baby,101,27,37,13,0,11,5,8,0.26732673267326734,0.36633663366336633,0.12871287128712872,0.0,0.10891089108910891,0.04950495049504951,0.07920792079207921
418,Salman Butt,161,68,47,7,0,30,2,7,0.422360248447205,0.2919254658385093,0.043478260869565216,0.0,0.18633540372670807,0.012422360248447204,0.043478260869565216
419,Sandeep Sharma,39,14,20,1,0,1,0,3,0.358974358974359,0.5128205128205128,0.02564102564102564,0.0,0.02564102564102564,0.0,0.07692307692307693
420,SB Bangar,58,21,25,1,0,1,3,7,0.3620689655172414,0.43103448275862066,0.017241379310344827,0.0,0.017241379310344827,0.05172413793103448,0.1206896551724138
421,SB Jakati,29,10,14,1,0,3,0,1,0.3448275862068966,0.4827586206896552,0.034482758620689655,0.0,0.10344827586206896,0.0,0.034482758620689655
422,SB Joshi,14,6,6,0,0,0,0,2,0.42857142857142855,0.42857142857142855,0.0,0.0,0.0,0.0,0.14285714285714285
423,SB Styris,133,45,63,5,0,10,3,7,0.3383458646616541,0.47368421052631576,0.03759398496240601,0.0,0.07518796992481203,0.022556390977443608,0.05263157894736842
424,SB Wagh,3,0,0,1,0,0,0,2,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.6666666666666666
425,SC Ganguly,1262,546,427,54,3,137,42,53,0.4326465927099842,0.33835182250396195,0.042789223454833596,0.002377179080824089,0.10855784469096671,0.03328050713153724,0.041996830427892234
426,SD Chitnis,89,28,37,5,0,10,2,7,0.3146067415730337,0.4157303370786517,0.056179775280898875,0.0,0.11235955056179775,0.02247191011235955,0.07865168539325842
427,SD Lad,13,7,2,0,1,1,1,1,0.5384615384615384,0.15384615384615385,0.0,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.07692307692307693
428,SE Bond,2,0,1,0,0,0,0,1,0.0,0.5,0.0,0.0,0.0,0.0,0.5
429,SE Marsh,1865,630,724,99,6,266,78,62,0.3378016085790885,0.38820375335120644,0.05308310991957105,0.0032171581769436996,0.142627345844504,0.0418230563002681,0.03324396782841823
430,Shahid Afridi,45,12,12,0,0,7,6,8,0.26666666666666666,0.26666666666666666,0.0,0.0,0.15555555555555556,0.13333333333333333,0.17777777777777778
431,Shakib Al Hasan,589,163,256,45,0,70,20,35,0.2767402376910017,0.43463497453310695,0.07640067911714771,0.0,0.11884550084889643,0.03395585738539898,0.059422750424448216
432,Shivam Sharma,3,0,1,0,0,1,0,1,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333
433,Shoaib Ahmed,6,3,1,0,0,0,0,2,0.5,0.16666666666666666,0.0,0.0,0.0,0.0,0.3333333333333333
434,Shoaib Akhtar,7,4,2,0,0,0,0,1,0.5714285714285714,0.2857142857142857,0.0,0.0,0.0,0.0,0.14285714285714285
435,Shoaib Malik,47,10,24,4,0,5,0,4,0.2127659574468085,0.5106382978723404,0.0851063829787234,0.0,0.10638297872340426,0.0,0.0851063829787234
436,SJ Srivastava,5,0,3,1,0,0,0,1,0.0,0.6,0.2,0.0,0.0,0.0,0.2
437,SK Raina,3913,1124,1666,264,11,493,194,161,0.2872476360848454,0.4257602862254025,0.0674674163046256,0.002811142346026067,0.12599028878098645,0.04957832864809609,0.04114490161001789
438,SK Trivedi,59,28,16,4,0,3,1,7,0.4745762711864407,0.2711864406779661,0.06779661016949153,0.0,0.05084745762711865,0.01694915254237288,0.11864406779661017
439,SK Warne,214,80,82,12,0,14,6,20,0.37383177570093457,0.38317757009345793,0.056074766355140186,0.0,0.06542056074766354,0.028037383177570093,0.09345794392523364
440,SL Malinga,99,39,32,1,0,6,5,16,0.3939393939393939,0.32323232323232326,0.010101010101010102,0.0,0.06060606060606061,0.050505050505050504,0.16161616161616163
441,SM Harwood,14,7,5,2,0,0,0,0,0.5,0.35714285714285715,0.14285714285714285,0.0,0.0,0.0,0.0
442,SM Katich,186,70,56,15,1,26,8,10,0.3763440860215054,0.3010752688172043,0.08064516129032258,0.005376344086021506,0.13978494623655913,0.043010752688172046,0.053763440860215055
443,SM Pollock,111,34,47,2,0,12,8,8,0.3063063063063063,0.42342342342342343,0.018018018018018018,0.0,0.10810810810810811,0.07207207207207207,0.07207207207207207
444,SMSM Senanayake,17,7,8,1,0,0,0,1,0.4117647058823529,0.47058823529411764,0.058823529411764705,0.0,0.0,0.0,0.058823529411764705
445,SN Khan,286,73,122,20,0,45,11,15,0.25524475524475526,0.42657342657342656,0.06993006993006994,0.0,0.15734265734265734,0.038461538461538464,0.05244755244755245
446,SN Thakur,21,2,6,2,0,5,1,5,0.09523809523809523,0.2857142857142857,0.09523809523809523,0.0,0.23809523809523808,0.047619047619047616,0.23809523809523808
447,Sohail Tanvir,29,6,14,2,0,3,1,3,0.20689655172413793,0.4827586206896552,0.06896551724137931,0.0,0.10344827586206896,0.034482758620689655,0.10344827586206896
448,SP Fleming,165,71,42,11,2,27,3,9,0.4303030303030303,0.2545454545454545,0.06666666666666667,0.012121212121212121,0.16363636363636364,0.01818181818181818,0.05454545454545454
449,SP Goswami,291,110,110,17,1,32,3,18,0.37800687285223367,0.37800687285223367,0.058419243986254296,0.003436426116838488,0.10996563573883161,0.010309278350515464,0.061855670103092786
450,SP Jackson,31,8,14,2,0,5,0,2,0.25806451612903225,0.45161290322580644,0.06451612903225806,0.0,0.16129032258064516,0.0,0.06451612903225806
451,SP Narine,457,163,97,15,1,93,44,44,0.35667396061269147,0.212253829321663,0.03282275711159737,0.002188183807439825,0.20350109409190373,0.0962800875273523,0.0962800875273523
452,SPD Smith,1568,426,716,137,6,180,49,54,0.27168367346938777,0.45663265306122447,0.08737244897959184,0.003826530612244898,0.11479591836734694,0.03125,0.03443877551020408
453,SR Tendulkar,1948,709,721,117,7,296,29,69,0.3639630390143737,0.3701232032854209,0.060061601642710474,0.003593429158110883,0.15195071868583163,0.014887063655030801,0.03542094455852156
454,SR Watson,2563,940,849,132,8,343,177,114,0.3667577058134998,0.3312524385485759,0.05150214592274678,0.0031213421771361686,0.13382754584471324,0.06905969566913774,0.0444791260241904
455,SS Iyer,1323,442,543,66,1,149,67,55,0.3340891912320484,0.41043083900226757,0.049886621315192746,0.0007558578987150416,0.1126228269085412,0.050642479213907785,0.04157218442932729
456,SS Shaikh,7,3,2,0,0,1,0,1,0.42857142857142855,0.2857142857142857,0.0,0.0,0.14285714285714285,0.0,0.14285714285714285
457,SS Tiwary,1067,336,464,82,2,93,45,45,0.3149015932521087,0.43486410496719774,0.07685098406747891,0.0018744142455482662,0.08716026241799438,0.04217432052483599,0.04217432052483599
458,ST Jayasuriya,531,223,128,22,7,84,39,28,0.4199623352165725,0.24105461393596986,0.04143126177024482,0.013182674199623353,0.15819209039548024,0.07344632768361582,0.05273069679849341
459,STR Binny,683,205,263,61,7,66,35,46,0.3001464128843338,0.3850658857979502,0.08931185944363104,0.010248901903367497,0.09663250366032211,0.05124450951683748,0.06734992679355783
460,Sunny Gupta,1,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0
461,Sunny Singh,31,8,11,1,0,6,1,4,0.25806451612903225,0.3548387096774194,0.03225806451612903,0.0,0.1935483870967742,0.03225806451612903,0.12903225806451613
462,SV Samson,1696,517,696,133,11,170,89,80,0.30483490566037735,0.41037735849056606,0.07841981132075472,0.006485849056603774,0.10023584905660378,0.052476415094339625,0.04716981132075472
463,SW Billings,250,66,99,24,1,31,10,19,0.264,0.396,0.096,0.004,0.124,0.04,0.076
464,SW Tait,26,8,13,0,0,1,1,3,0.3076923076923077,0.5,0.0,0.0,0.038461538461538464,0.038461538461538464,0.11538461538461539
465,Swapnil Singh,20,7,8,2,0,0,0,3,0.35,0.4,0.1,0.0,0.0,0.0,0.15
466,T Curran,28,11,11,0,0,3,0,3,0.39285714285714285,0.39285714285714285,0.0,0.0,0.10714285714285714,0.0,0.10714285714285714
467,T Henderson,16,9,3,1,0,0,1,2,0.5625,0.1875,0.0625,0.0,0.0,0.0625,0.125
468,T Kohli,19,10,5,0,0,0,1,3,0.5263157894736842,0.2631578947368421,0.0,0.0,0.0,0.05263157894736842,0.15789473684210525
469,T Taibu,26,6,9,5,0,3,0,3,0.23076923076923078,0.34615384615384615,0.19230769230769232,0.0,0.11538461538461539,0.0,0.11538461538461539
470,T Thushara,18,7,6,3,0,0,0,2,0.3888888888888889,0.3333333333333333,0.16666666666666666,0.0,0.0,0.0,0.1111111111111111
471,TA Boult,14,7,2,2,0,0,1,2,0.5,0.14285714285714285,0.14285714285714285,0.0,0.0,0.07142857142857142,0.14285714285714285
472,TD Paine,26,14,10,0,0,0,0,2,0.5384615384615384,0.38461538461538464,0.0,0.0,0.0,0.0,0.07692307692307693
473,TG Southee,89,25,34,10,0,8,4,8,0.2808988764044944,0.38202247191011235,0.11235955056179775,0.0,0.0898876404494382,0.0449438202247191,0.0898876404494382
474,TL Suman,575,211,205,43,3,55,26,32,0.36695652173913046,0.3565217391304348,0.07478260869565218,0.0052173913043478265,0.09565217391304348,0.04521739130434783,0.05565217391304348
475,TM Dilshan,1007,409,335,54,2,140,24,43,0.40615690168818275,0.3326713008937438,0.05362462760675273,0.0019860973187686196,0.13902681231380337,0.023833167825223437,0.04270109235352532
476,TM Head,148,33,67,21,0,12,8,7,0.22297297297297297,0.4527027027027027,0.14189189189189189,0.0,0.08108108108108109,0.05405405405405406,0.0472972972972973
477,TM Srivastava,11,4,5,0,1,0,0,1,0.36363636363636365,0.45454545454545453,0.0,0.09090909090909091,0.0,0.0,0.09090909090909091
478,TR Birt,58,21,15,6,0,9,2,5,0.3620689655172414,0.25862068965517243,0.10344827586206896,0.0,0.15517241379310345,0.034482758620689655,0.08620689655172414
479,TS Mills,11,5,2,0,0,0,1,3,0.45454545454545453,0.18181818181818182,0.0,0.0,0.0,0.09090909090909091,0.2727272727272727
480,U Kaul,1,1,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
481,UA Birla,14,9,3,0,0,1,0,1,0.6428571428571429,0.21428571428571427,0.0,0.0,0.07142857142857142,0.0,0.07142857142857142
482,UBT Chand,300,136,88,15,0,32,9,20,0.4533333333333333,0.29333333333333333,0.05,0.0,0.10666666666666667,0.03,0.06666666666666667
483,Umar Gul,19,5,5,0,0,1,5,3,0.2631578947368421,0.2631578947368421,0.0,0.0,0.05263157894736842,0.2631578947368421,0.15789473684210525
484,UT Khawaja,100,32,38,6,1,14,3,6,0.32,0.38,0.06,0.01,0.14,0.03,0.06
485,UT Yadav,126,48,46,4,0,11,4,13,0.38095238095238093,0.36507936507936506,0.031746031746031744,0.0,0.0873015873015873,0.031746031746031744,0.10317460317460317
486,V Kohli,4112,1269,1725,292,11,481,191,143,0.3086089494163424,0.41950389105058367,0.07101167315175097,0.0026750972762645915,0.11697470817120623,0.04644941634241245,0.03477626459143969
487,V Pratap Singh,1,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0
488,V Sehwag,1755,560,558,96,2,334,106,99,0.3190883190883191,0.31794871794871793,0.0547008547008547,0.0011396011396011395,0.1903133903133903,0.0603988603988604,0.05641025641025641
489,V Shankar,416,102,200,37,1,34,24,18,0.24519230769230768,0.4807692307692308,0.0889423076923077,0.002403846153846154,0.08173076923076923,0.057692307692307696,0.04326923076923077
490,VH Zol,26,11,7,2,0,3,1,2,0.4230769230769231,0.2692307692307692,0.07692307692307693,0.0,0.11538461538461539,0.038461538461538464,0.07692307692307693
491,Vishnu Vinod,26,12,9,0,0,1,1,3,0.46153846153846156,0.34615384615384615,0.0,0.0,0.038461538461538464,0.038461538461538464,0.11538461538461539
492,VR Aaron,62,29,21,4,0,2,2,4,0.46774193548387094,0.3387096774193548,0.06451612903225806,0.0,0.03225806451612903,0.03225806451612903,0.06451612903225806
493,VRV Singh,3,0,0,0,0,1,0,2,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.6666666666666666
494,VS Malik,7,2,3,0,0,1,0,1,0.2857142857142857,0.42857142857142855,0.0,0.0,0.14285714285714285,0.0,0.14285714285714285
495,VS Yeligati,2,0,0,1,0,0,0,1,0.0,0.0,0.5,0.0,0.0,0.0,0.5
496,VVS Laxman,267,100,100,10,0,33,5,19,0.37453183520599254,0.37453183520599254,0.03745318352059925,0.0,0.12359550561797752,0.018726591760299626,0.07116104868913857
497,VY Mahesh,27,12,11,2,0,0,0,2,0.4444444444444444,0.4074074074074074,0.07407407407407407,0.0,0.0,0.0,0.07407407407407407
498,W Jaffer,121,48,41,6,1,14,3,8,0.39669421487603307,0.33884297520661155,0.049586776859504134,0.008264462809917356,0.11570247933884298,0.024793388429752067,0.06611570247933884
499,WA Mota,75,23,40,4,0,2,0,6,0.30666666666666664,0.5333333333333333,0.05333333333333334,0.0,0.02666666666666667,0.0,0.08
500,Washington Sundar,53,16,14,7,1,5,4,6,0.3018867924528302,0.2641509433962264,0.1320754716981132,0.018867924528301886,0.09433962264150944,0.07547169811320754,0.11320754716981132
501,WD Parnell,75,25,31,5,0,4,1,9,0.3333333333333333,0.41333333333333333,0.06666666666666667,0.0,0.05333333333333334,0.013333333333333334,0.12
502,WP Saha,1346,405,529,115,4,160,59,74,0.30089153046062406,0.39301634472511143,0.08543833580980684,0.0029717682020802376,0.1188707280832095,0.043833580980683504,0.0549777117384844
503,WPUJC Vaas,73,16,33,11,0,2,3,8,0.2191780821917808,0.4520547945205479,0.1506849315068493,0.0,0.0273972602739726,0.0410958904109589,0.1095890410958904
504,X Thalaivan Sargunam,17,8,6,2,0,0,0,1,0.47058823529411764,0.35294117647058826,0.11764705882352941,0.0,0.0,0.0,0.058823529411764705
505,Y Gnaneswara Rao,17,7,5,1,0,3,0,1,0.4117647058823529,0.29411764705882354,0.058823529411764705,0.0,0.17647058823529413,0.0,0.058823529411764705
506,Y Nagar,259,87,109,18,2,20,9,14,0.3359073359073359,0.42084942084942084,0.0694980694980695,0.007722007722007722,0.07722007722007722,0.03474903474903475,0.05405405405405406
507,Y Venugopal Rao,835,282,341,53,1,77,37,44,0.3377245508982036,0.40838323353293415,0.06347305389221557,0.0011976047904191617,0.09221556886227544,0.04431137724550898,0.05269461077844311
508,YA Abdulla,1,1,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
509,Yashpal Singh,66,34,20,2,1,5,0,4,0.5151515151515151,0.30303030303030304,0.030303030303030304,0.015151515151515152,0.07575757575757576,0.0,0.06060606060606061
510,YK Pathan,2241,673,877,155,5,262,159,110,0.3003123605533244,0.39134315037929496,0.06916555109326193,0.0022311468094600626,0.11691209281570727,0.07095046854082998,0.049085229808121376
511,Younis Khan,7,3,3,0,0,0,0,1,0.42857142857142855,0.42857142857142855,0.0,0.0,0.0,0.0,0.14285714285714285
512,YS Chahal,48,25,16,1,1,0,0,5,0.5208333333333334,0.3333333333333333,0.020833333333333332,0.020833333333333332,0.0,0.0,0.10416666666666667
513,Yuvraj Singh,2120,780,741,119,3,217,149,111,0.36792452830188677,0.34952830188679246,0.056132075471698115,0.0014150943396226414,0.10235849056603774,0.07028301886792453,0.05235849056603774
514,YV Takawale,177,87,41,12,0,26,3,8,0.4915254237288136,0.23163841807909605,0.06779661016949153,0.0,0.14689265536723164,0.01694915254237288,0.04519774011299435
515,Z Khan,141,60,47,7,0,11,2,14,0.425531914893617,0.3333333333333333,0.04964539007092199,0.0,0.07801418439716312,0.014184397163120567,0.09929078014184398
